Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000154978,VOPP1,ENSDARG00000038979,si:dkey-24c2.9
ENSG00000156218,ADAMTSL3,ENSDARG00000027903,adamtsl3
ENSG00000124780,KCNK17,ENSDARG00000057037,kcnk12l
ENSG00000124780,KCNK17,ENSDARG00000097085,si:ch211-261a10.5
ENSG00000133116,KL,ENSDARG00000079862,kl
ENSG00000185238,PRMT3,ENSDARG00000019791,prmt3
ENSG00000133121,STARD13,ENSDARG00000079542,stard13a
ENSG00000133121,STARD13,ENSDARG00000098954,stard13b
ENSG00000134508,CABLES1,ENSDARG00000099395,cables1
ENSG00000099330,OCEL1,ENSDARG00000038121,si:ch211-13k12.2
ENSG00000099330,OCEL1,ENSDARG00000061800,si:dkey-208k22.6
ENSG00000099330,OCEL1,ENSDARG00000061797,zgc:154006
ENSG00000147570,DNAJC5B,ENSDARG00000058147,dnajc5b
ENSG00000134061,CD180,ENSDARG00000093750,cd180
ENSG00000197958,RPL12,ENSDARG00000006691,rpl12
ENSG00000196664,TLR7,ENSDARG00000068812,tlr7
ENSG00000099995,SF3A1,ENSDARG00000041887,sf3a1
ENSG00000172940,SLC22A13,ENSDARG00000059166,slc22a13b
ENSG00000112339,HBS1L,ENSDARG00000036778,hbs1l
ENSG00000222931,RN7SKP205,ENSDARG00000083675,BX323829.1
ENSG00000156471,PTDSS1,ENSDARG00000012588,ptdss1a
ENSG00000156471,PTDSS1,ENSDARG00000102114,ptdss1b
ENSG00000157326,DHRS4,ENSDARG00000099873,zgc:163083
ENSG00000157326,DHRS4,ENSDARG00000101749,zgc:92161
ENSG00000157326,DHRS4,ENSDARG00000102720,zgc:123284
ENSG00000157326,DHRS4,ENSDARG00000104829,zgc:112146
ENSG00000157326,DHRS4,ENSDARG00000021149,cbr1l
ENSG00000157326,DHRS4,ENSDARG00000035129,zgc:101858
ENSG00000175928,LRRN1,ENSDARG00000060115,lrrn1
ENSG00000084754,HADHA,ENSDARG00000060594,hadhab
ENSG00000084754,HADHA,ENSDARG00000057128,hadhaa
ENSG00000103111,MON1B,ENSDARG00000077434,mon1bb
ENSG00000103111,MON1B,ENSDARG00000035686,mon1ba
ENSG00000183960,KCNH8,ENSDARG00000062640,kcnh8
ENSG00000201302,SNORA65,ENSDARG00000085713,CR925757.3
ENSG00000201302,SNORA65,ENSDARG00000083937,CR925757.2
ENSG00000201302,SNORA65,ENSDARG00000083894,CR925757.1
ENSG00000136830,NIBAN2,ENSDARG00000062970,niban2a
ENSG00000136830,NIBAN2,ENSDARG00000008026,niban2b
ENSG00000212611,SNORD30,ENSDARG00000080156,SNORD30
ENSG00000162174,ASRGL1,ENSDARG00000021681,asrgl1
ENSG00000047634,SCML1,ENSDARG00000002971,phc1
ENSG00000127184,COX7C,ENSDARG00000104537,cox7c
ENSG00000185652,NTF3,ENSDARG00000059043,ntf3
ENSG00000127527,EPS15L1,ENSDARG00000042670,eps15l1a
ENSG00000156253,RWDD2B,ENSDARG00000055426,rwdd2b
ENSG00000118276,B4GALT6,ENSDARG00000037815,b4galt5
ENSG00000133704,IPO8,ENSDARG00000058159,ipo8
ENSG00000099999,RNF215,ENSDARG00000059424,rnf215
ENSG00000186479,RGS7BP,ENSDARG00000016742,rgs7bpb
ENSG00000186479,RGS7BP,ENSDARG00000060601,rgs7bpa
ENSG00000114353,GNAI2,ENSDARG00000017294,gnai2b
ENSG00000114353,GNAI2,ENSDARG00000018174,gnai2a
ENSG00000185052,SLC24A3,ENSDARG00000006760,slc24a3
ENSG00000196636,SDHAF3,ENSDARG00000036092,sdhaf3
ENSG00000156256,USP16,ENSDARG00000060633,usp16
ENSG00000164715,LMTK2,ENSDARG00000076324,lmtk2
ENSG00000152669,CCNO,ENSDARG00000099542,FQ311924.1
ENSG00000140287,HDC,ENSDARG00000075454,hdc
ENSG00000100003,SEC14L2,ENSDARG00000099633,sec14l7
ENSG00000109911,ELP4,ENSDARG00000008852,elp4
ENSG00000204103,MAFB,ENSDARG00000017121,mafba
ENSG00000277150,F8A3,ENSDARG00000025518,zgc:101679
ENSG00000184388,PABPC1L2B,ENSDARG00000021140,pabpc1b
ENSG00000184388,PABPC1L2B,ENSDARG00000017219,pabpc1a
ENSG00000113494,PRLR,ENSDARG00000045955,prlrb
ENSG00000113494,PRLR,ENSDARG00000016570,prlra
ENSG00000132793,LPIN3,ENSDARG00000015563,zgc:123305
ENSG00000206181,ELOA2,ENSDARG00000102365,eloa
ENSG00000265681,RPL17,ENSDARG00000057556,rpl17
ENSG00000186472,PCLO,ENSDARG00000098880,pclob
ENSG00000186472,PCLO,ENSDARG00000063299,pcloa
ENSG00000157911,PEX10,ENSDARG00000041511,pex10
ENSG00000123179,EBPL,ENSDARG00000036636,ebpl
ENSG00000182199,SHMT2,ENSDARG00000104414,shmt2
ENSG00000187024,PTRH1,ENSDARG00000098206,ptrh1
ENSG00000124177,CHD6,ENSDARG00000017244,chd6
ENSG00000063587,ZNF275,ENSDARG00000099986,si:ch211-207i20.2
ENSG00000172167,MTBP,ENSDARG00000090447,mtbp
ENSG00000136110,CNMD,ENSDARG00000100133,cnmd
ENSG00000179222,MAGED1,ENSDARG00000058212,ndnl2
ENSG00000277893,SRD5A2,ENSDARG00000043587,srd5a2a
ENSG00000277893,SRD5A2,ENSDARG00000039067,srd5a2b
ENSG00000100604,CHGA,ENSDARG00000008829,chga
ENSG00000103175,WFDC1,ENSDARG00000058003,wfdc1
ENSG00000143867,OSR1,ENSDARG00000014091,osr1
ENSG00000142655,PEX14,ENSDARG00000028322,pex14
ENSG00000160401,CFAP157,ENSDARG00000099042,cfap157
ENSG00000183891,TTC32,ENSDARG00000069241,ttc32
ENSG00000136099,PCDH8,ENSDARG00000102185,PCDH8
ENSG00000156261,CCT8,ENSDARG00000008243,cct8
ENSG00000183655,KLHL25,ENSDARG00000102418,enc2
ENSG00000167094,TTC16,ENSDARG00000104035,ttc16
ENSG00000167094,TTC16,ENSDARG00000110648,CABZ01060936.1
ENSG00000122507,BBS9,ENSDARG00000079217,bbs9
ENSG00000084710,EFR3B,ENSDARG00000033516,efr3ba
ENSG00000084710,EFR3B,ENSDARG00000069318,efr3bb
ENSG00000140948,ZCCHC14,ENSDARG00000101242,zcchc14
ENSG00000181026,AEN,ENSDARG00000037002,zgc:152968
ENSG00000181026,AEN,ENSDARG00000026986,rexo1
ENSG00000156469,MTERF3,ENSDARG00000003207,mterf3
ENSG00000100605,ITPK1,ENSDARG00000013056,itpk1a
ENSG00000100605,ITPK1,ENSDARG00000070583,itpk1b
ENSG00000160404,TOR2A,ENSDARG00000100559,tor2a
ENSG00000149527,PLCH2,ENSDARG00000059960,plch2a
ENSG00000149527,PLCH2,ENSDARG00000056805,plch2b
ENSG00000242114,MTFP1,ENSDARG00000099908,MTFP1
ENSG00000276644,DACH1,ENSDARG00000069440,dachd
ENSG00000276644,DACH1,ENSDARG00000003142,dachc
ENSG00000185787,MORF4L1,ENSDARG00000041155,morf4l1
ENSG00000163512,AZI2,ENSDARG00000102419,azi2
ENSG00000101665,SMAD7,ENSDARG00000016858,smad7
ENSG00000095370,SH2D3C,ENSDARG00000028099,sh2d3ca
ENSG00000095370,SH2D3C,ENSDARG00000104555,sh2d3cb
ENSG00000135686,KLHL36,ENSDARG00000030251,klhl36
ENSG00000100012,SEC14L3,ENSDARG00000099633,sec14l7
ENSG00000100012,SEC14L3,ENSDARG00000059729,sec14l8
ENSG00000101448,EPPIN,ENSDARG00000101364,wfikkn1
ENSG00000101448,EPPIN,ENSDARG00000034076,lrp11
ENSG00000101448,EPPIN,ENSDARG00000102332,spint1a
ENSG00000101448,EPPIN,ENSDARG00000012467,spint1b
ENSG00000136982,DSCC1,ENSDARG00000019907,dscc1
ENSG00000141429,GALNT1,ENSDARG00000061335,galnt1
ENSG00000172172,MRPL13,ENSDARG00000056903,mrpl13
ENSG00000171621,SPSB1,ENSDARG00000056515,spsb1
ENSG00000102466,FGF14,ENSDARG00000040982,fgf14
ENSG00000142583,SLC2A5,ENSDARG00000077875,slc2a5
ENSG00000005194,CIAPIN1,ENSDARG00000045733,ciapin1
ENSG00000171532,NEUROD2,ENSDARG00000016854,neurod2
ENSG00000187772,LIN28B,ENSDARG00000052511,lin28b
ENSG00000134901,POGLUT2,ENSDARG00000031971,poglut2
ENSG00000215421,ZNF407,ENSDARG00000087536,znf407
ENSG00000094804,CDC6,ENSDARG00000009942,cdc6
ENSG00000101457,DNTTIP1,ENSDARG00000101618,ube2c
ENSG00000164434,FABP7,ENSDARG00000007697,fabp7a
ENSG00000166016,ABTB2,ENSDARG00000062000,abtb2b
ENSG00000166016,ABTB2,ENSDARG00000059751,abtb2a
ENSG00000133488,SEC14L4,ENSDARG00000099633,sec14l7
ENSG00000133488,SEC14L4,ENSDARG00000059729,sec14l8
ENSG00000156804,FBXO32,ENSDARG00000040277,fbxo32
ENSG00000126062,TMEM115,ENSDARG00000055763,tmem115
ENSG00000153485,LYSET,ENSDARG00000042341,tmem251
ENSG00000111911,HINT3,ENSDARG00000074286,hint3
ENSG00000226742,HSBP1L1,ENSDARG00000075984,hsbp1l1
ENSG00000196208,GREB1,ENSDARG00000070794,greb1
ENSG00000114349,GNAT1,ENSDARG00000044199,gnat1
ENSG00000012963,UBR7,ENSDARG00000099534,CABZ01066926.1
ENSG00000012963,UBR7,ENSDARG00000005536,ubr7
ENSG00000186795,KCNK18,ENSDARG00000057049,kcnk18
ENSG00000229544,NKX1-2,ENSDARG00000006350,nkx1.2la
ENSG00000107902,LHPP,ENSDARG00000060196,lhpp
ENSG00000152520,PAN3,ENSDARG00000031637,pan3
ENSG00000108344,PSMD3,ENSDARG00000018124,psmd3
ENSG00000152495,CAMK4,ENSDARG00000005372,camk4
ENSG00000136807,CDK9,ENSDARG00000044811,cdk9
ENSG00000173614,NMNAT1,ENSDARG00000105748,nmnat1
ENSG00000025156,HSF2,ENSDARG00000053097,hsf2
ENSG00000166033,HTRA1,ENSDARG00000014907,htra1b
ENSG00000166033,HTRA1,ENSDARG00000032831,htra1a
ENSG00000166889,PATL1,ENSDARG00000017423,patl1
ENSG00000130021,PUDP,ENSDARG00000027826,pudp
ENSG00000101546,RBFA,ENSDARG00000073705,rbfa
ENSG00000142173,COL6A2,ENSDARG00000061436,col6a2
ENSG00000114378,HYAL1,ENSDARG00000059916,hyal1
ENSG00000175063,UBE2C,ENSDARG00000114670,ube2c
ENSG00000128242,GAL3ST1,ENSDARG00000078245,gal3st1b
ENSG00000128242,GAL3ST1,ENSDARG00000062711,gal3st1a
ENSG00000204624,DISP3,ENSDARG00000036999,DISP3
ENSG00000152270,PDE3B,ENSDARG00000062190,pde3b
ENSG00000102755,FLT1,ENSDARG00000019371,flt1
ENSG00000130054,NALF2,ENSDARG00000060152,fam155b
ENSG00000100601,ALKBH1,ENSDARG00000071164,alkbh1
ENSG00000136877,FPGS,ENSDARG00000044809,fpgs
ENSG00000105141,CASP14,ENSDARG00000058325,casp8
ENSG00000137251,TINAG,ENSDARG00000101051,ctsbb
ENSG00000137251,TINAG,ENSDARG00000061231,tinagl1
ENSG00000137251,TINAG,ENSDARG00000036940,ctss1
ENSG00000101544,ADNP2,ENSDARG00000060937,adnp2a
ENSG00000101544,ADNP2,ENSDARG00000028431,adnp2b
ENSG00000119705,SLIRP,ENSDARG00000097753,slirp
ENSG00000064490,RFXANK,ENSDARG00000016730,rfxank
ENSG00000154118,JPH3,ENSDARG00000059534,JPH3
ENSG00000154118,JPH3,ENSDARG00000102204,jph3
ENSG00000114388,NPRL2,ENSDARG00000059613,nprl2
ENSG00000142606,MMEL1,ENSDARG00000105389,mmel1
ENSG00000178184,PARD6G,ENSDARG00000031876,pard6ga
ENSG00000178184,PARD6G,ENSDARG00000036090,pard6gb
ENSG00000168830,HTR1E,ENSDARG00000093745,htr1aa
ENSG00000112837,TBX18,ENSDARG00000036930,tbx18
ENSG00000178342,KCNG2,ENSDARG00000035961,kcng2
ENSG00000140937,CDH11,ENSDARG00000021442,cdh11
ENSG00000165650,PDZD8,ENSDARG00000088699,pdzd8
ENSG00000101557,USP14,ENSDARG00000025889,usp14
ENSG00000005175,RPAP3,ENSDARG00000087962,rpap3
ENSG00000063761,ADCK1,ENSDARG00000062561,adck1
ENSG00000146386,ABRACL,ENSDARG00000042876,abracl
ENSG00000178295,GEN1,ENSDARG00000112451,FO834823.1
ENSG00000101470,TNNC2,ENSDARG00000070835,tnnc2
ENSG00000101470,TNNC2,ENSDARG00000095002,TNNC2
ENSG00000164258,NDUFS4,ENSDARG00000052840,ndufs4
ENSG00000077147,TM9SF3,ENSDARG00000028748,tm9sf3
ENSG00000124942,AHNAK,ENSDARG00000102146,si:ch211-69b7.6
ENSG00000124207,CSE1L,ENSDARG00000006963,cse1l
ENSG00000163032,VSNL1,ENSDARG00000023228,vsnl1a
ENSG00000163032,VSNL1,ENSDARG00000044053,vsnl1b
ENSG00000100029,PES1,ENSDARG00000018902,pes
ENSG00000164211,STARD4,ENSDARG00000102477,stard4
ENSG00000151748,SAV1,ENSDARG00000006196,sav1
ENSG00000177692,DNAJC28,ENSDARG00000018181,dnajc28
ENSG00000160256,SLX9,ENSDARG00000071500,fam207a
ENSG00000148948,LRRC4C,ENSDARG00000016739,lrrc4cb
ENSG00000148948,LRRC4C,ENSDARG00000113411,lrrc4ca
ENSG00000171729,TMEM51,ENSDARG00000061916,tmem51b
ENSG00000171729,TMEM51,ENSDARG00000068575,tmem51a
ENSG00000100504,PYGL,ENSDARG00000002197,pygl
ENSG00000156509,FBXO43,ENSDARG00000104186,fbxo43
ENSG00000011347,SYT7,ENSDARG00000063568,syt7a
ENSG00000011347,SYT7,ENSDARG00000078060,syt7b
ENSG00000141433,ADCYAP1,ENSDARG00000027740,adcyap1b
ENSG00000157542,KCNJ6,ENSDARG00000058985,KCNJ6
ENSG00000083635,NUFIP1,ENSDARG00000101024,nufip1
ENSG00000140950,MEAK7,ENSDARG00000062951,meak7
ENSG00000139117,CPNE8,ENSDARG00000102191,CPNE8
ENSG00000168301,KCTD6,ENSDARG00000023703,kctd6b
ENSG00000168301,KCTD6,ENSDARG00000043095,kctd6a
ENSG00000118961,LDAH,ENSDARG00000079796,ldah
ENSG00000133114,GPALPP1,ENSDARG00000058287,gpalpp1
ENSG00000141642,ELAC1,ENSDARG00000045095,elac1
ENSG00000037637,FBXO42,ENSDARG00000087545,fbxo42
ENSG00000124214,STAU1,ENSDARG00000044182,stau1
ENSG00000144566,RAB5A,ENSDARG00000018602,rab5aa
ENSG00000144566,RAB5A,ENSDARG00000007257,rab5ab
ENSG00000171307,ZDHHC16,ENSDARG00000007808,zdhhc16a
ENSG00000171307,ZDHHC16,ENSDARG00000015989,zdhhc16b
ENSG00000159423,ALDH4A1,ENSDARG00000038207,aldh4a1
ENSG00000103091,WDR59,ENSDARG00000088817,wdr59
ENSG00000101574,METTL4,ENSDARG00000088999,mettl4
ENSG00000188342,GTF2F2,ENSDARG00000006816,gtf2f2b
ENSG00000188342,GTF2F2,ENSDARG00000069910,gtf2f2a
ENSG00000175426,PCSK1,ENSDARG00000002600,pcsk1
ENSG00000137845,ADAM10,ENSDARG00000057138,zgc:174164
ENSG00000137845,ADAM10,ENSDARG00000053468,adam10a
ENSG00000137845,ADAM10,ENSDARG00000015502,adam10b
ENSG00000134594,RAB33A,ENSDARG00000057394,rab33a
ENSG00000180332,KCTD4,ENSDARG00000068691,kctd4
ENSG00000133112,TPT1,ENSDARG00000092693,tpt1
ENSG00000238575,,ENSDARG00000084548,BX511227.3
ENSG00000238575,,ENSDARG00000084543,BX511227.2
ENSG00000160746,ANO10,ENSDARG00000057736,ano10a
ENSG00000080986,NDC80,ENSDARG00000071694,ndc80
ENSG00000160213,CSTB,ENSDARG00000045352,cst14a.2
ENSG00000160213,CSTB,ENSDARG00000028164,cst14a.1
ENSG00000139610,CELA1,ENSDARG00000043175,cela1.1
ENSG00000139610,CELA1,ENSDARG00000077058,cela1.5
ENSG00000139610,CELA1,ENSDARG00000095462,cela1.2
ENSG00000139610,CELA1,ENSDARG00000017314,cela1.6
ENSG00000139610,CELA1,ENSDARG00000092890,si:ch73-44m9.5
ENSG00000139610,CELA1,ENSDARG00000043171,cela1.4
ENSG00000139610,CELA1,ENSDARG00000043168,cela1.5
ENSG00000139610,CELA1,ENSDARG00000043173,cela1.3
ENSG00000105058,FAM32A,ENSDARG00000042660,fam32a
ENSG00000131969,ABHD12B,ENSDARG00000092071,si:ch211-117n7.6
ENSG00000131969,ABHD12B,ENSDARG00000069828,si:ch211-117n7.7
ENSG00000131969,ABHD12B,ENSDARG00000071004,abhd12
ENSG00000170545,SMAGP,ENSDARG00000041998,zgc:113337
ENSG00000170545,SMAGP,ENSDARG00000079191,zgc:172122
ENSG00000170545,SMAGP,ENSDARG00000102858,sc:d189
ENSG00000170545,SMAGP,ENSDARG00000087403,si:ch211-214p13.3
ENSG00000170545,SMAGP,ENSDARG00000042880,si:ch211-222f23.6
ENSG00000170545,SMAGP,ENSDARG00000093349,si:ch211-141e20.2
ENSG00000132031,MATN3,ENSDARG00000069245,matn3a
ENSG00000132031,MATN3,ENSDARG00000069265,matn3b
ENSG00000148942,SLC5A12,ENSDARG00000005004,slc5a12
ENSG00000103248,MTHFSD,ENSDARG00000062042,mthfsd
ENSG00000156709,AIFM1,ENSDARG00000058088,aifm1
ENSG00000122694,GLIPR2,ENSDARG00000016837,glipr2l
ENSG00000113391,FAM172A,ENSDARG00000052697,fam172a
ENSG00000101596,SMCHD1,ENSDARG00000104374,smchd1
ENSG00000105393,BABAM1,ENSDARG00000077526,babam1
ENSG00000140600,SH3GL3,ENSDARG00000013360,sh3gl3a
ENSG00000140600,SH3GL3,ENSDARG00000007302,sh3gl3b
ENSG00000157916,RER1,ENSDARG00000012747,rer1
ENSG00000118960,HS1BP3,ENSDARG00000034222,hs1bp3
ENSG00000099958,DERL3,ENSDARG00000033871,derl3
ENSG00000171169,NAIF1,ENSDARG00000062753,naif1
ENSG00000119689,DLST,ENSDARG00000014230,dlst
ENSG00000148346,LCN2,ENSDARG00000027088,ptgdsb.1
ENSG00000148346,LCN2,ENSDARG00000071626,ptgdsb.2
ENSG00000148346,LCN2,ENSDARG00000045979,zgc:153704
ENSG00000129173,E2F8,ENSDARG00000057323,e2f8
ENSG00000119778,ATAD2B,ENSDARG00000060537,atad2b
ENSG00000155792,DEPTOR,ENSDARG00000040930,deptor
ENSG00000259494,MRPL46,ENSDARG00000016307,mrpl46
ENSG00000240972,MIF,ENSDARG00000071336,mif
ENSG00000101187,SLCO4A1,ENSDARG00000075948,slco4a1
ENSG00000165966,PDZRN4,ENSDARG00000045687,pdzrn4
ENSG00000132837,DMGDH,ENSDARG00000025703,dmgdh
ENSG00000157881,PANK4,ENSDARG00000098453,pank4
ENSG00000166377,ATP9B,ENSDARG00000062521,atp9b
ENSG00000099994,SUSD2,ENSDARG00000101452,SUSD2
ENSG00000154237,LRRK1,ENSDARG00000007398,lrrk1
ENSG00000171159,BBLN,ENSDARG00000086753,BBLN
ENSG00000157570,TSPAN18,ENSDARG00000015015,tspan18b
ENSG00000157570,TSPAN18,ENSDARG00000056656,tspan18a
ENSG00000100284,TOM1,ENSDARG00000104581,tom1
ENSG00000152944,MED21,ENSDARG00000026839,med21
ENSG00000167112,TRUB2,ENSDARG00000028379,trub2
ENSG00000103257,SLC7A5,ENSDARG00000099265,slc7a5
ENSG00000161395,PGAP3,ENSDARG00000057531,pgap3
ENSG00000068784,SRBD1,ENSDARG00000092855,SRBD1
ENSG00000068784,SRBD1,ENSDARG00000079827,srbd1
ENSG00000101188,NTSR1,ENSDARG00000077577,ntsr1
ENSG00000101189,MRGBP,ENSDARG00000028894,mrgbp
ENSG00000167113,COQ4,ENSDARG00000104733,coq4
ENSG00000060491,OGFR,ENSDARG00000024815,ogfrl2
ENSG00000060491,OGFR,ENSDARG00000099409,zgc:162182
ENSG00000060491,OGFR,ENSDARG00000103677,CABZ01008730.1
ENSG00000060491,OGFR,ENSDARG00000037837,ogfr
ENSG00000173451,THAP2,ENSDARG00000076082,CABZ01041962.1
ENSG00000173451,THAP2,ENSDARG00000070458,zgc:153292
ENSG00000173451,THAP2,ENSDARG00000076437,zgc:163143
ENSG00000164309,CMYA5,ENSDARG00000061379,cmya5
ENSG00000164309,CMYA5,ENSDARG00000100353,si:ch1073-398f15.1
ENSG00000005981,ASB4,ENSDARG00000034988,asb4
ENSG00000120899,PTK2B,ENSDARG00000022841,ptk2ba
ENSG00000120899,PTK2B,ENSDARG00000039577,ptk2bb
ENSG00000118596,SLC16A7,ENSDARG00000098258,SLC16A7
ENSG00000104731,KLHDC4,ENSDARG00000100206,klhdc4
ENSG00000198208,RPS6KL1,ENSDARG00000079024,rps6kl1
ENSG00000127993,RBM48,ENSDARG00000033754,rbm48
ENSG00000254772,EEF1G,ENSDARG00000056119,eef1g
ENSG00000048707,VPS13D,ENSDARG00000017986,vps13d
ENSG00000067113,PLPP1,ENSDARG00000053381,plpp1a
ENSG00000067113,PLPP1,ENSDARG00000079790,PLPP1
ENSG00000165566,AMER2,ENSDARG00000075222,amer2
ENSG00000167114,SLC27A4,ENSDARG00000017047,slc27a4
ENSG00000171475,WIPF2,ENSDARG00000006712,wipf2b
ENSG00000171475,WIPF2,ENSDARG00000045298,wipf2a
ENSG00000139505,MTMR6,ENSDARG00000016794,mtmr6
ENSG00000127989,MTERF1,ENSDARG00000086107,
ENSG00000178093,TSSK6,ENSDARG00000017994,tssk6
ENSG00000100216,TOMM22,ENSDARG00000045146,tomm22
ENSG00000186010,NDUFA13,ENSDARG00000098584,CABZ01102240.1
ENSG00000145782,ATG12,ENSDARG00000069545,atg12
ENSG00000168904,LRRC28,ENSDARG00000057477,lrrc28
ENSG00000106236,NPTX2,ENSDARG00000045164,nptx2b
ENSG00000106236,NPTX2,ENSDARG00000037794,nptx2a
ENSG00000100427,MLC1,ENSDARG00000063026,mlc1
ENSG00000125304,TM9SF2,ENSDARG00000003866,tm9sf2
ENSG00000119630,PGF,ENSDARG00000076767,pgfb
ENSG00000119630,PGF,ENSDARG00000115359,CABZ01077555.1
ENSG00000167118,URM1,ENSDARG00000091198,urm1
ENSG00000130287,NCAN,ENSDARG00000005783,ncanb
ENSG00000130287,NCAN,ENSDARG00000100128,CU861477.1
ENSG00000164645,TEX47,ENSDARG00000053520,LO017829.1
ENSG00000088543,C3orf18,ENSDARG00000100263,C6H3orf18
ENSG00000006128,TAC1,ENSDARG00000014490,tac1
ENSG00000108599,AKAP10,ENSDARG00000059549,akap10
ENSG00000175215,CTDSP2,ENSDARG00000036102,ctdsp2
ENSG00000049323,LTBP1,ENSDARG00000056922,ltbp1
ENSG00000284185,MIR219A2,ENSDARG00000082257,dre-mir-219-1
ENSG00000284185,MIR219A2,ENSDARG00000104506,dre-mir-219-2
ENSG00000078142,PIK3C3,ENSDARG00000054829,pik3c3
ENSG00000105705,SUGP1,ENSDARG00000075936,sugp1
ENSG00000239183,SNORA84,ENSDARG00000082290,CR352215.1
ENSG00000166896,ATP23,ENSDARG00000063686,atp23
ENSG00000119718,EIF2B2,ENSDARG00000041397,eif2b2
ENSG00000198000,NOL8,ENSDARG00000044143,nol8
ENSG00000114383,TUSC2,ENSDARG00000099817,tusc2a
ENSG00000114383,TUSC2,ENSDARG00000025340,tusc2b
ENSG00000132432,SEC61G,ENSDARG00000018637,sec61g
ENSG00000196576,PLXNB2,ENSDARG00000003811,plxnb2a
ENSG00000196576,PLXNB2,ENSDARG00000036985,plxnb2b
ENSG00000196576,PLXNB2,ENSDARG00000077090,si:ch211-127b11.1
ENSG00000196576,PLXNB2,ENSDARG00000079892,si:dkey-183c2.4
ENSG00000196576,PLXNB2,ENSDARG00000094799,plxnb2a
ENSG00000058272,PPP1R12A,ENSDARG00000010784,ppp1r12a
ENSG00000144724,PTPRG,ENSDARG00000060123,ca16b
ENSG00000144724,PTPRG,ENSDARG00000045006,ptprga
ENSG00000164199,ADGRV1,ENSDARG00000021137,adgrv1
ENSG00000119684,MLH3,ENSDARG00000056334,mlh3
ENSG00000101191,DIDO1,ENSDARG00000057940,dido1
ENSG00000101191,DIDO1,ENSDARG00000057907,si:ch73-181d5.4
ENSG00000128581,IFT22,ENSDARG00000020822,ift22
ENSG00000276234,TADA2A,ENSDARG00000031562,tada2a
ENSG00000168589,DYNLRB2,ENSDARG00000089952,dynlrb2
ENSG00000175470,PPP2R2D,ENSDARG00000102009,ppp2r2d
ENSG00000140443,IGF1R,ENSDARG00000027423,igf1ra
ENSG00000140443,IGF1R,ENSDARG00000034434,igf1rb
ENSG00000173473,SMARCC1,ENSDARG00000017397,smarcc1a
ENSG00000173473,SMARCC1,ENSDARG00000098919,smarcc1b
ENSG00000079134,THOC1,ENSDARG00000088246,thoc1
ENSG00000239789,MRPS17,ENSDARG00000054164,mrps17
ENSG00000112414,ADGRG6,ENSDARG00000054137,adgrg6
ENSG00000132622,HSPA12B,ENSDARG00000030307,hspa12b
ENSG00000169919,GUSB,ENSDARG00000063126,gusb
ENSG00000119703,ZC2HC1C,ENSDARG00000070526,zc2hc1c
ENSG00000133083,DCLK1,ENSDARG00000018856,dclk1a
ENSG00000133083,DCLK1,ENSDARG00000104664,dclk1b
ENSG00000103335,PIEZO1,ENSDARG00000076870,piezo1
ENSG00000188916,INSYN2A,ENSDARG00000107576,INSYN2A
ENSG00000188916,INSYN2A,ENSDARG00000107296,INSYN2A
ENSG00000148950,IMMP1L,ENSDARG00000045935,immp1l
ENSG00000170348,TMED10,ENSDARG00000041391,tmed10
ENSG00000101220,ADISSP,ENSDARG00000076239,ADISSP
ENSG00000101220,ADISSP,ENSDARG00000087426,si:ch211-151p13.8
ENSG00000100056,ESS2,ENSDARG00000060922,ess2
ENSG00000120008,WDR11,ENSDARG00000075245,wdr11
ENSG00000144619,CNTN4,ENSDARG00000104277,BX942846.1
ENSG00000131771,PPP1R1B,ENSDARG00000076280,ppp1r1b
ENSG00000100665,SERPINA4,ENSDARG00000090286,serpina1
ENSG00000100665,SERPINA4,ENSDARG00000090850,serpina1l
ENSG00000128923,MINDY2,ENSDARG00000017431,mindy2
ENSG00000105122,RASAL3,ENSDARG00000089933,rasal3
ENSG00000176971,FIBIN,ENSDARG00000039949,fibina
ENSG00000176971,FIBIN,ENSDARG00000087196,fibinb
ENSG00000110107,PRPF19,ENSDARG00000015239,prpf19
ENSG00000101222,SPEF1,ENSDARG00000022007,zgc:66426
ENSG00000141447,OSBPL1A,ENSDARG00000053746,CABZ01084566.1
ENSG00000141447,OSBPL1A,ENSDARG00000105147,osbpl1a
ENSG00000127980,PEX1,ENSDARG00000098904,pex1
ENSG00000102738,MRPS31,ENSDARG00000057855,mrps31
ENSG00000100075,SLC25A1,ENSDARG00000076381,slc25a1b
ENSG00000100075,SLC25A1,ENSDARG00000080000,SLC25A1
ENSG00000125843,AP5S1,ENSDARG00000076755,ap5s1
ENSG00000102743,SLC25A15,ENSDARG00000062271,slc25a15b
ENSG00000102743,SLC25A15,ENSDARG00000063539,slc25a15a
ENSG00000185551,NR2F2,ENSDARG00000040926,nr2f2
ENSG00000088888,MAVS,ENSDARG00000069733,mavs
ENSG00000198961,PJA2,ENSDARG00000100296,pja2
ENSG00000068438,FTSJ1,ENSDARG00000057089,ftsj1
ENSG00000155097,ATP6V1C1,ENSDARG00000035880,atp6v1c1b
ENSG00000155097,ATP6V1C1,ENSDARG00000023967,atp6v1c1a
ENSG00000180660,MAB21L1,ENSDARG00000102047,mab21l1
ENSG00000108306,FBXL20,ENSDARG00000075567,fbxl20
ENSG00000151778,SERP2,ENSDARG00000094003,serp2
ENSG00000151778,SERP2,ENSDARG00000039008,SERP2
